scheme_code,scheme_name_requested,scheme_name_api,fund_house,scheme_type,scheme_category,date,nav,fetched_at_utc
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,28-10-2024,250.392,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,25-10-2024,249.7438,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,24-10-2024,254.332,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,23-10-2024,254.7688,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,22-10-2024,254.9976,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,21-10-2024,260.1379,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,18-10-2024,263.2812,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,17-10-2024,262.7987,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,16-10-2024,265.5359,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,15-10-2024,265.9668,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,14-10-2024,266.9509,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,11-10-2024,266.9949,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,10-10-2024,265.5001,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,09-10-2024,267.5266,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,08-10-2024,266.6238,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,07-10-2024,262.0336,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,04-10-2024,268.0292,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,03-10-2024,270.3234,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,01-10-2024,274.7178,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,30-09-2024,274.5914,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,27-09-2024,276.8504,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,26-09-2024,275.1799,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,25-09-2024,273.8049,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,24-09-2024,273.07,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,23-09-2024,272.0416,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,20-09-2024,270.5107,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,19-09-2024,268.5655,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,18-09-2024,270.8616,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,17-09-2024,272.8506,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,16-09-2024,273.4417,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,13-09-2024,274.1736,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,12-09-2024,271.53,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,11-09-2024,268.7056,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,10-09-2024,270.5326,2026-06-22T06:31:50.151065+00:00
120841,Kotak Bluechip,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,09-09-2024,268.7608,2026-06-22T06:31:50.151065+00:00
